title,rank,total_ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5_star_ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,US_Sales,EU_Sales,JP_Sales,Global_Sales
Bud Farm: Grass Roots,59,572365.0,10000000.0,4,0.1,0.1,0.0,GAME_SIMULATION,464939,68293.0,16484,6583,16064,False,754823,438189,805879,115724
Fire Emblem Heroes,60,555485.0,5000000.0,4,0.5,1.0,0.0,GAME_SIMULATION,394139,85652.0,31238,12687,31767,False,204499,809446,696704,92452
Hi Cooking,61,552049.0,10000000.0,4,0.1,0.1,0.0,GAME_SIMULATION,427302,50508.0,31366,12153,30718,False,508592,651485,739281,612248
Idle Supermarket Tycoon - Tiny Shop Game,62,543795.0,10000000.0,4,0.5,481.5,0.0,GAME_SIMULATION,347069,84658.0,45262,20402,46402,False,728864,315976,758039,503443
World Truck Driving Simulator,63,502248.0,10000000.0,4,3.4,6.4,0.0,GAME_SIMULATION,372965,50894.0,23747,11770,42870,False,688157,994486,657792,817327
Taxi Game,64,501382.0,50000000.0,3,0.0,0.0,0.0,GAME_SIMULATION,249117,39864.0,38725,33320,140354,False,648983,563556,575954,27078
My Story: Choose Your Own Path,65,495240.0,10000000.0,4,0.1,0.3,0.0,GAME_SIMULATION,315630,70759.0,43914,18950,45984,False,870318,583587,229484,455169
Public Transport Simulator,66,490931.0,10000000.0,4,0.5,1.1,0.0,GAME_SIMULATION,336153,55303.0,30560,16791,52121,False,680265,483620,74651,153865
Stickman Dismounting,67,482519.0,10000000.0,4,0.3,0.6,0.0,GAME_SIMULATION,325745,62787.0,34580,15140,44265,False,891170,878521,441005,694551
High School Simulator 2018,68,469556.0,10000000.0,4,2.2,4.9,0.0,GAME_SIMULATION,319312,49141.0,28495,16144,56462,False,587637,969668,183455,355826
Car Mechanic Simulator 21,69,461516.0,10000000.0,4,4.7,8.2,0.0,GAME_SIMULATION,328638,72163.0,33136,9419,18158,False,211219,287125,73105,24179
"Avatar Life - fun, love & games in virtual world!",70,460207.0,10000000.0,4,0.6,1.4,0.0,GAME_SIMULATION,290673,63017.0,32312,15512,58692,False,966393,50704,48738,775282
Indian Train Simulator,71,459870.0,10000000.0,4,1.0,1.9,0.0,GAME_SIMULATION,296424,48785.0,31277,19678,63704,False,145254,42544,177347,9843
Battle Disc,72,452939.0,10000000.0,4,1.1,1.4,0.0,GAME_SIMULATION,312223,51549.0,35188,15361,38614,False,45303,507140,559063,83463
Heavy Bus Simulator,73,447230.0,10000000.0,4,0.4,0.9,0.0,GAME_SIMULATION,295736,49354.0,27584,15716,58838,False,70785,392428,241182,277537
Симулятор жизни Ютубера,74,444868.0,1000000.0,4,0.3,0.7,0.0,GAME_SIMULATION,360479,53149.0,17468,4630,9141,False,582227,157786,345131,471577
Woodturning,75,440328.0,100000000.0,3,1.9,5.8,0.0,GAME_SIMULATION,270134,48303.0,34507,23777,63605,False,399902,855684,11615,521985
Truck Simulator USA - Evolution,76,438497.0,10000000.0,4,1.6,2.9,0.0,GAME_SIMULATION,279057,59004.0,33758,16184,50492,False,320690,566925,922787,485705
BitLife - Life Simulator,77,436857.0,10000000.0,4,1.8,3.6,0.0,GAME_SIMULATION,284626,70011.0,30778,15633,35807,False,390878,808025,772789,849345
Bio Inc - Plague and rebel doctors offline,78,425415.0,10000000.0,4,0.0,0.0,0.0,GAME_SIMULATION,256882,80382.0,35672,14906,37571,False,627301,744757,426567,612247
Idle Miner Tycoon: Mine & Money Clicker Management,79,424389.0,50000000.0,4,0.2,0.5,0.0,GAME_SIMULATION,322660,60867.0,23726,5834,11299,False,92697,617853,818002,18537
ZooCraft: Animal Family Simulator,80,423346.0,10000000.0,4,0.3,0.6,0.0,GAME_SIMULATION,289749,67679.0,29166,11427,25323,False,468580,632514,651734,153644
Goat Simulator,81,421173.0,10000000.0,4,1.7,3.6,0.0,GAME_SIMULATION,313187,34205.0,17716,10470,45593,False,607246,782958,957391,732118
Mystic Messenger,82,419193.0,5000000.0,4,0.8,1.7,0.0,GAME_SIMULATION,356875,30456.0,11327,5569,14964,False,140039,588264,410673,498681
Extreme Landings,83,416810.0,10000000.0,3,0.3,709.0,0.0,GAME_SIMULATION,247167,51343.0,29577,18589,70132,False,361793,539238,97039,908963
Stickman Rope Hero,84,408005.0,10000000.0,4,0.4,1.0,0.0,GAME_SIMULATION,268617,36817.0,24125,15405,63038,False,648678,719487,4970,689212
Prison Empire Tycoon - Idle Game,85,404733.0,10000000.0,4,3.2,6.4,0.0,GAME_SIMULATION,269192,76249.0,27786,10798,20707,False,92230,401167,204949,685866
FarmVille 2: Tropic Escape,86,402206.0,10000000.0,4,0.2,0.4,0.0,GAME_SIMULATION,265159,57516.0,29317,14948,35263,False,762380,455235,140840,233093
Terrarium: Garden Idle,87,392903.0,5000000.0,4,0.8,2.1,0.0,GAME_SIMULATION,321942,39408.0,14389,6023,11138,False,596628,408636,409783,787409
Dragons World,88,392700.0,10000000.0,4,0.0,0.1,0.0,GAME_SIMULATION,272947,43110.0,26799,11177,38665,False,259805,346432,281729,245548
Mobile Bus Simulator,89,390139.0,50000000.0,4,2.2,4.8,0.0,GAME_SIMULATION,273404,29817.0,20720,14467,51727,False,270626,407324,647655,970374
Tap Tap Fish AbyssRium - Healing Aquarium (+VR),90,385639.0,10000000.0,4,0.0,0.0,0.0,GAME_SIMULATION,252021,52499.0,29098,14284,37735,False,17034,796307,727653,644354
레알팜 : 진짜 농산물 주는 게임,91,382940.0,5000000.0,4,0.1,0.0,0.0,GAME_SIMULATION,242138,74428.0,36624,8536,21211,False,400174,823740,375677,1997
WorldBox - Sandbox God Simulator,92,382650.0,10000000.0,4,3.8,8.0,0.0,GAME_SIMULATION,293144,50979.0,17901,5934,14691,False,652987,789927,945638,445370
Hotel Empire Tycoon - Idle Game Manager Simulator,93,379532.0,10000000.0,4,1.2,2.4,0.0,GAME_SIMULATION,247748,63796.0,29275,12104,26607,False,426563,105665,350300,548024
Townsmen,94,377596.0,10000000.0,4,0.1,0.2,0.0,GAME_SIMULATION,252277,51899.0,23109,11199,39109,False,617969,204013,97551,571710
DragonVale,95,376552.0,10000000.0,4,0.1,0.2,0.0,GAME_SIMULATION,271141,45288.0,20340,10435,29346,False,657853,328120,463740,709745
Happy Pet Story: Virtual Pet Game,96,371385.0,10000000.0,4,0.8,1.6,0.0,GAME_SIMULATION,293088,33781.0,16211,7196,21108,False,669655,197776,595702,524703
Teen Love Story Games For Girls,97,370084.0,10000000.0,4,0.0,0.1,0.0,GAME_SIMULATION,235199,38028.0,24286,16630,55938,False,994746,539382,690269,782057
Bee Factory,98,369586.0,10000000.0,4,1.0,2.0,0.0,GAME_SIMULATION,267726,42019.0,23238,11274,25327,False,483089,341616,89558,588834
Bridge Constructor FREE,99,367616.0,10000000.0,4,0.0,0.0,0.0,GAME_SIMULATION,230926,47877.0,27285,10760,50765,False,65260,619118,868390,819691
Kill Shot,100,365531.0,10000000.0,4,0.0,0.1,0.0,GAME_SIMULATION,260286,71588.0,20104,3725,9827,False,56667,344007,894952,11350
8 Ball Pool,1,21632735.0,500000000.0,4,1.2,630.8,0.0,GAME_SPORTS,16281475,2268294.0,1017204,425693,1640067,False,254854,635205,261137,568136
Dream League Soccer,2,13385786.0,100000000.0,4,0.0,0.1,0.0,GAME_SPORTS,10086735,1454500.0,646066,266864,931618,False,105907,716414,819789,964824
Score! Hero,3,6856324.0,100000000.0,4,0.5,1.1,0.0,GAME_SPORTS,4551071,837222.0,464347,222878,780804,False,5731,742212,917342,20825
eFootball PES 2021,4,6633030.0,50000000.0,4,3.3,7.4,0.0,GAME_SPORTS,4847463,639852.0,315999,158995,670718,False,936264,318986,324033,316442
Top Eleven 2021: Be a Soccer Manager,5,4721659.0,100000000.0,4,1.5,3.2,0.0,GAME_SPORTS,3588283,753250.0,202057,60167,117899,False,515021,225296,766919,423438
Carrom Pool: Disc Game,6,3181731.0,100000000.0,4,7.4,11.5,0.0,GAME_SPORTS,2157840,364339.0,220366,106843,332341,False,8125,637273,642457,816605
Dream League Soccer 2021,7,3161007.0,50000000.0,4,8.3,19.5,0.0,GAME_SPORTS,2235530,376586.0,198148,88356,262385,False,776356,912014,813327,23958
EA SPORTS UFC®,8,2999325.0,50000000.0,4,0.2,0.5,0.0,GAME_SPORTS,2136445,388689.0,166512,69482,238194,False,549787,700975,450948,128801
World Cricket Championship 2 - WCC2,9,2968290.0,50000000.0,4,0.8,1.7,0.0,GAME_SPORTS,2084392,342113.0,160793,76200,304791,False,338340,956624,472878,310064
Bowling King,10,2935299.0,10000000.0,4,0.1,0.3,0.0,GAME_SPORTS,2170300,459849.0,176480,39384,89283,False,999528,345452,626059,560159
Pooking - Billiards City,11,2651825.0,100000000.0,4,1.9,4.0,0.0,GAME_SPORTS,1882062,372889.0,168158,63964,164749,False,816923,61508,639103,732892
New Star Soccer,12,2284366.0,10000000.0,4,0.3,0.7,0.0,GAME_SPORTS,1748328,338980.0,111056,26543,59457,False,719075,220857,552930,746018
Soccer Stars,13,2243246.0,50000000.0,4,0.4,1.0,0.0,GAME_SPORTS,1598826,206648.0,115761,61612,260397,False,153190,981073,174899,743833
Online Soccer Manager (OSM) - 20/21,14,2010215.0,10000000.0,4,0.8,1.8,0.0,GAME_SPORTS,1481891,233514.0,97167,41065,156575,False,74701,664435,689792,873074
World Soccer League,15,1993891.0,100000000.0,4,1.9,4.2,0.0,GAME_SPORTS,1422477,174753.0,112505,61988,222165,False,207646,406859,545251,753496
Golf Clash,16,1990469.0,10000000.0,4,0.4,0.8,0.0,GAME_SPORTS,1210213,428240.0,150477,55096,146441,False,995408,963736,87192,213232
Football Strike - Multiplayer Soccer,17,1853563.0,100000000.0,4,3.0,6.4,0.0,GAME_SPORTS,1366393,212579.0,111087,40535,122966,False,935134,384302,238830,469233
Head Ball 2 - Online Soccer Game,18,1753364.0,50000000.0,4,1.4,3.1,0.0,GAME_SPORTS,1167484,151506.0,87424,53241,293706,False,46727,428798,795192,152911
Fishing Hook,19,1687621.0,50000000.0,4,0.5,1.0,0.0,GAME_SPORTS,1189980,220383.0,122089,42638,112529,False,670899,355229,527132,937643
Head Soccer,20,1631259.0,50000000.0,4,0.0,0.1,0.0,GAME_SPORTS,1139374,167320.0,93301,35705,195558,False,881170,572240,57696,104305
Pool Billiards Pro,21,1477201.0,100000000.0,4,0.1,0.2,0.0,GAME_SPORTS,1020041,186164.0,121604,38112,111278,False,492401,381219,896954,926166
Ace Fishing: Wild Catch,22,1375149.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,956797,208855.0,96014,28267,85213,False,967442,871338,931205,208566
Wrestling Revolution 3D,23,1269327.0,50000000.0,4,0.5,1.1,0.0,GAME_SPORTS,847859,130863.0,81191,43650,165762,False,935547,709801,885760,51669
zzSUNSET Last Season MM,24,1245413.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,851499,131004.0,60713,38549,163645,False,182190,191005,552229,66622
Basketball Stars,25,1240874.0,50000000.0,4,1.0,2.6,0.0,GAME_SPORTS,884186,178064.0,72646,24750,81225,False,795147,230343,508483,213250
Run Race 3D,26,1223330.0,100000000.0,4,0.7,1.5,0.0,GAME_SPORTS,779223,139861.0,91243,54031,158969,False,687974,75636,381178,157933
Real Cricket™ 20,27,1173980.0,10000000.0,4,3.0,5.3,0.0,GAME_SPORTS,785369,145269.0,73509,34370,135461,False,401519,770887,72581,236836
3D Bowling,28,1171064.0,100000000.0,4,0.1,0.3,0.0,GAME_SPORTS,850318,152322.0,74213,25060,69149,False,645946,84594,1316,249469
Tennis Clash: 1v1 Free Online Sports Game,29,1090511.0,10000000.0,4,3.1,5.6,0.0,GAME_SPORTS,735323,149631.0,71632,31036,102887,False,414399,249151,8041,387273
PES CLUB MANAGER,30,1028795.0,10000000.0,4,0.3,0.8,0.0,GAME_SPORTS,663622,128424.0,66081,35654,135011,False,647987,189468,268023,471524
Shooting World - Gun Fire,31,1013587.0,50000000.0,4,0.5,0.9,0.0,GAME_SPORTS,807463,105621.0,40973,16139,43389,False,831437,817577,455389,984034
Archery Master 3D,32,955057.0,100000000.0,4,0.1,0.3,0.0,GAME_SPORTS,627644,108404.0,73468,34815,110723,False,430514,458863,702337,752618
Soccer Star 2021 Top Leagues: Play the SOCCER game,33,911473.0,10000000.0,4,5546.9,1.9,0.0,GAME_SPORTS,632151,98242.0,55088,28447,97544,False,463606,387377,318038,338357
Real Football,34,907290.0,50000000.0,3,0.5,1.1,0.0,GAME_SPORTS,510826,90630.0,72909,43412,189511,False,583648,828362,727083,910492
Head Football LaLiga 2021 - Skills Soccer Games,35,898768.0,10000000.0,4,0.1,0.2,0.0,GAME_SPORTS,620533,93797.0,48107,21740,114589,False,759621,49830,971081,501706
Flip Diving,36,882096.0,50000000.0,4,0.3,0.8,0.0,GAME_SPORTS,665550,89779.0,45159,21600,60005,False,625597,893357,436853,63597
World Cricket Championship Lt,37,830720.0,50000000.0,4,1.1,2.0,0.0,GAME_SPORTS,553923,84564.0,54753,30030,107447,False,175228,147466,368703,404261
Score! Match - PvP Soccer,38,800381.0,50000000.0,4,1.8,3.7,0.0,GAME_SPORTS,533959,91057.0,51104,23326,100933,False,219004,123278,716954,695327
Kite Flying - Layang Layang,39,791739.0,50000000.0,4,0.3,0.6,0.0,GAME_SPORTS,563091,61090.0,40304,25448,101803,False,381840,406878,172226,269525
Final kick 2020 Best Online football penalty game,40,764961.0,10000000.0,4,0.1,0.1,0.0,GAME_SPORTS,529693,100865.0,47391,16992,70017,False,100129,121186,946024,550783
Mini Golf King - Multiplayer Game,41,763809.0,10000000.0,4,0.2,0.5,0.0,GAME_SPORTS,469929,152955.0,62157,21875,56891,False,529566,705806,639808,494553
Boxing Star,42,741513.0,10000000.0,4,0.6,1.5,0.0,GAME_SPORTS,535641,102194.0,40413,14977,48285,False,861157,613726,466419,368063
Ultimate Soccer - Football,43,735171.0,50000000.0,3,0.3,0.6,0.0,GAME_SPORTS,437502,68332.0,53638,34036,141662,False,232049,40870,230735,861467
Real Cricket™ 17,44,731621.0,10000000.0,4,0.3,0.5,0.0,GAME_SPORTS,482387,85634.0,50657,24070,88870,False,285542,674629,824246,844252
Stickman Soccer 2014,45,709937.0,10000000.0,4,0.1,0.2,0.0,GAME_SPORTS,528783,71826.0,42348,13419,53559,False,519820,52612,231229,615036
Mobile Soccer,46,706812.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,535210,69973.0,33539,12723,55364,False,330384,483554,943663,792487
Touchgrind BMX,47,701459.0,10000000.0,3,0.4,0.9,0.0,GAME_SPORTS,413726,88509.0,60945,31050,107227,False,469423,75283,821711,726787
Golf Battle,48,643614.0,50000000.0,4,3.0,7.0,0.0,GAME_SPORTS,406123,98989.0,47508,21946,69046,False,38507,510990,95873,856348
Soccer Star 2020 World Football: World Star Cup,49,609649.0,10000000.0,4,0.1,0.1,0.0,GAME_SPORTS,400158,69557.0,39896,19853,80183,False,836520,722410,484326,240459
Shooting Archery,50,609296.0,50000000.0,4,3.3,8.1,0.0,GAME_SPORTS,432282,94840.0,40134,12280,29758,False,667492,988283,913595,805667
WWE SuperCard - Battle Cards,51,606187.0,10000000.0,4,0.2,0.6,0.0,GAME_SPORTS,430874,67636.0,29880,16510,61285,False,558806,381825,954866,140712
Winner Soccer Evo Elite,52,574059.0,10000000.0,4,1.0,2.2,0.0,GAME_SPORTS,411806,56784.0,33689,16799,54978,False,746840,820165,700297,777752
Basketball Shoot,53,560180.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,367273,81332.0,43836,18658,49078,False,417008,874627,822645,620486
NBA LIVE Mobile Basketball,54,535002.0,50000000.0,4,0.1,0.2,0.0,GAME_SPORTS,386021,57440.0,25220,13740,52580,False,497287,271291,317351,831991
Badminton League,55,525279.0,50000000.0,4,0.6,1.6,0.0,GAME_SPORTS,330363,53611.0,38069,23007,80227,False,496707,124177,466340,50765
EA SPORTS™ FIFA 21 Companion,56,523056.0,10000000.0,3,0.6,1.5,0.0,GAME_SPORTS,299326,64282.0,33360,20314,105772,False,445242,89407,906218,585838
Soccer Cup 2021: Free Football Games,57,498485.0,50000000.0,4,2.3,4.6,0.0,GAME_SPORTS,332313,51049.0,33983,17175,63963,False,623051,804123,448988,152128
Stickman Soccer - Classic,58,498367.0,10000000.0,4,0.0,0.1,0.0,GAME_SPORTS,360612,57971.0,33439,10326,36018,False,85846,725288,893664,218153
Soccer Super Star,59,496476.0,50000000.0,4,10.8,27.3,0.0,GAME_SPORTS,350549,65548.0,33569,11808,35000,False,196573,821735,926608,562014
Golf Star™,60,457537.0,10000000.0,4,0.1,0.0,0.0,GAME_SPORTS,271186,85186.0,31744,14167,55251,False,47328,191321,823456,540170
Fanatical Football,61,456387.0,10000000.0,4,121.6,0.1,0.0,GAME_SPORTS,298062,52142.0,31748,14031,60401,False,416988,186777,303466,991787
⚽Puppet Soccer 2014 - Big Head Football 🏆,62,455149.0,10000000.0,4,0.4,0.8,0.0,GAME_SPORTS,300993,36779.0,23933,16155,77287,False,799019,838765,181056,896472
Shooting Ball,63,452591.0,10000000.0,4,4.0,9.2,0.0,GAME_SPORTS,305232,80398.0,36170,10098,20691,False,975241,800242,208587,28839
Basketball Mania,64,448601.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,302450,61581.0,37015,13418,34135,False,627705,708503,858629,865507
Volleyball Champions 3D - Online Sports Game,65,446911.0,10000000.0,4,0.1,0.3,0.0,GAME_SPORTS,272730,64568.0,43604,17995,48011,False,172019,403345,868655,16300
Basketball Battle,66,444198.0,10000000.0,4,0.2,0.5,0.0,GAME_SPORTS,320223,52837.0,27370,12160,31606,False,360212,960703,969710,964803
Golf King - World Tour,67,428647.0,5000000.0,4,3.9,8.6,0.0,GAME_SPORTS,296744,90844.0,23382,5097,12578,False,62379,964669,43341,666475
Shooting King,68,419893.0,10000000.0,4,0.2,0.4,0.0,GAME_SPORTS,260223,87017.0,43054,10604,18993,False,963780,508995,819470,86856
Homerun Battle 2,69,413619.0,5000000.0,4,0.0,0.0,0.0,GAME_SPORTS,343505,38787.0,12196,3675,15453,False,37019,99661,27097,505545
Hit & Knock down,70,402390.0,10000000.0,4,0.5,1.5,0.0,GAME_SPORTS,270001,58862.0,32812,11496,29216,False,97200,443926,549566,382623
Table Tennis 3D,71,393293.0,10000000.0,4,0.1,0.2,0.0,GAME_SPORTS,253594,58402.0,33719,10816,36759,False,77813,325553,407191,621677
Fishing Paradise 3D Free+,72,384096.0,10000000.0,4,0.1,0.3,0.0,GAME_SPORTS,243744,57619.0,35647,12745,34338,False,698113,971684,636931,673899
Sachin Saga Cricket Champions,73,379119.0,10000000.0,3,1.8,3.4,0.0,GAME_SPORTS,229185,46052.0,27425,14472,61982,False,184583,23013,970577,966515
Top Football Manager 2021,74,375089.0,10000000.0,4,0.9,1.8,0.0,GAME_SPORTS,246164,59003.0,27066,9842,33013,False,910030,589164,524274,711396
Wrestling Revolution,75,368562.0,10000000.0,4,0.4,0.9,0.0,GAME_SPORTS,243719,38393.0,23013,13210,50224,False,556497,654662,328793,930092
3D Pool Ball,76,362339.0,10000000.0,4,0.5,1.1,0.0,GAME_SPORTS,259234,34428.0,21411,10471,36793,False,62444,221600,669000,79412
Stickman Basketball,77,356039.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,258057,39470.0,21786,8007,28716,False,155591,585021,159239,460081
Golf Rival,78,346518.0,10000000.0,4,2.7,5.6,0.0,GAME_SPORTS,230058,62135.0,19781,8999,25543,False,265812,457180,963829,945128
Mike V: Skateboard Party,79,338202.0,10000000.0,4,0.1,0.2,0.0,GAME_SPORTS,244122,35967.0,19367,8170,30574,False,327130,478823,662416,526922
Stick Cricket Premier League,80,335702.0,5000000.0,4,0.2,0.4,0.0,GAME_SPORTS,217218,48828.0,21665,9633,38355,False,120209,340725,262880,529651
Mobile Soccer League,81,327608.0,10000000.0,4,9750.2,1.3,0.0,GAME_SPORTS,210984,46272.0,24348,11236,34766,False,637755,29819,742291,972204
Virtual Table Tennis 3D,82,327381.0,10000000.0,4,0.0,0.1,0.0,GAME_SPORTS,209651,37816.0,25667,8499,45745,False,71341,456619,956225,682622
Badminton Legend,83,312534.0,10000000.0,4,0.2,0.6,0.0,GAME_SPORTS,247349,22693.0,14726,7338,20426,False,590348,86060,400144,386539
Retro Bowl,84,305429.0,1000000.0,4,2.9,6.0,0.0,GAME_SPORTS,241707,50043.0,9331,1728,2617,False,729709,637332,192586,380843
Mini Football - Mobile Soccer,85,301571.0,10000000.0,4,5.3,11.1,0.0,GAME_SPORTS,197259,39792.0,18432,9051,37034,False,383968,11757,93053,806049
Soccer Kicks (Football),86,288957.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,175653,33972.0,27958,14074,37298,False,868830,284231,876907,567754
Fanatical Basketball,87,276833.0,10000000.0,4,0.5,1.1,0.0,GAME_SPORTS,188798,28592.0,20486,9394,29561,False,575447,823028,736325,820469
PBA® Bowling Challenge,88,276082.0,10000000.0,4,0.3,0.6,0.0,GAME_SPORTS,195262,46016.0,14447,5826,14527,False,541988,950367,581192,322000
Touchgrind Skate 2,89,272380.0,10000000.0,3,0.7,1.5,0.0,GAME_SPORTS,154533,37974.0,24205,12601,43063,False,865664,708763,300686,759352
Baseball Superstars® 2013,90,269937.0,5000000.0,4,0.1,0.0,0.0,GAME_SPORTS,190570,40822.0,19536,5036,13970,False,751015,289281,985932,460436
Flip Master,91,266048.0,10000000.0,4,0.5,1.1,0.0,GAME_SPORTS,182023,29897.0,18752,9196,26178,False,843556,345433,119471,99497
Archery Tournament,92,265926.0,10000000.0,4,0.0,0.0,0.0,GAME_SPORTS,149106,49116.0,30239,11901,25562,False,871465,706455,927428,179246
Winner Soccer Evolution,93,264519.0,10000000.0,4,1.5,3.2,0.0,GAME_SPORTS,184046,26125.0,16655,9001,28690,False,749436,565544,695115,397745
Shoot Goal - Football Stars Soccer Games 2021,94,261197.0,10000000.0,4,0.2,0.4,0.0,GAME_SPORTS,173684,24880.0,16850,9080,36700,False,991306,425522,843641,687250
Badminton 3D,95,258454.0,10000000.0,4,0.1,0.1,0.0,GAME_SPORTS,165941,39223.0,24908,6873,21507,False,394343,197891,487984,909976
Photo Finish Horse Racing,96,254590.0,5000000.0,4,435.4,0.4,0.0,GAME_SPORTS,216840,19662.0,6088,2999,8998,False,454441,610405,714467,688136
Basketball Kings: Multiplayer,97,252130.0,5000000.0,4,0.0,0.0,0.0,GAME_SPORTS,198907,28125.0,12033,3178,9884,False,538993,333035,801757,324754
Stickman Soccer 2016,98,251087.0,10000000.0,4,0.1,0.2,0.0,GAME_SPORTS,173365,29455.0,16365,7119,24782,False,866896,92491,871322,223381
Ultimate Tennis: 3D online sports game,99,245430.0,10000000.0,4,0.2,0.5,0.0,GAME_SPORTS,157055,35355.0,16787,8030,28200,False,871658,504210,246038,674106
Futsal Football 2,100,243214.0,10000000.0,2,0.0,0.0,0.0,GAME_SPORTS,84461,12107.0,13275,8344,125025,False,308474,568706,147476,260179
Clash of Clans,1,55766763.0,500000000.0,4,0.3,1.0,0.0,GAME_STRATEGY,43346128,5404966.0,2276203,971321,3768141,False,789188,46229,372186,37408
Clash Royale,2,30852360.0,100000000.0,4,0.4,0.8,0.0,GAME_STRATEGY,21009004,3645468.0,1655906,777067,3764913,False,292997,489035,688793,103895
Lords Mobile: Tower Defense,3,6548519.0,100000000.0,4,2.0,4.2,0.0,GAME_STRATEGY,4667558,783541.0,364754,141812,590852,False,618670,132219,419941,114376
Boom Beach,4,6055738.0,50000000.0,4,0.1,0.2,0.0,GAME_STRATEGY,4401189,803632.0,324777,122057,404080,False,516684,867164,394852,393368
Plants vs. Zombies FREE,5,5164307.0,100000000.0,4,0.6,1.2,0.0,GAME_STRATEGY,3744157,524307.0,276843,139857,479140,False,918404,315025,138520,282214
Castle Clash: Guild Royale,6,5013543.0,100000000.0,4,0.4,0.7,0.0,GAME_STRATEGY,3490753,444434.0,253620,123462,701271,False,622902,827410,780815,58211
Grow Empire: Rome,7,3687571.0,10000000.0,4,0.6,1.2,0.0,GAME_STRATEGY,2764963,535971.0,217151,53862,115622,False,972938,231444,11891,242213
World of Tanks Blitz PVP MMO 3D tank game for free,8,3671736.0,100000000.0,4,1.0,2.3,0.0,GAME_STRATEGY,2525303,392631.0,182624,110955,460219,False,166496,827066,676308,432357
Monster Legends: Breed and Collect,9,3342006.0,50000000.0,4,0.4,1.0,0.0,GAME_STRATEGY,2555996,356028.0,147355,62745,219879,False,401739,119582,987670,542438
Bid Wars - Storage Auctions and Pawn Shop Tycoon,10,3120219.0,10000000.0,4,0.1,0.3,0.0,GAME_STRATEGY,2040765,579613.0,287144,79355,133340,False,109696,167857,395835,858948
Clash of Kings : Newly Presented Knight System,11,2317500.0,50000000.0,4,0.0,0.1,0.0,GAME_STRATEGY,1492317,268330.0,147956,76316,332578,False,25817,285163,177064,205303
Vlogger Go Viral: Streamer Tuber Idle Life Games,12,2120051.0,10000000.0,4,0.3,0.9,0.0,GAME_STRATEGY,1672347,210475.0,88357,39902,108966,False,841859,628512,582071,594236
Stick War: Legacy,13,1997631.0,100000000.0,4,2.3,4.6,0.0,GAME_STRATEGY,1594877,141385.0,68934,38963,153468,False,185892,516129,852627,518675
State of Survival: The Walking Dead Collaboration,14,1823903.0,50000000.0,4,2.7,6.4,0.0,GAME_STRATEGY,1293252,279123.0,89442,34210,127873,False,642683,587010,925177,38960
Castle Clash: Схватка Гильдий,15,1727242.0,10000000.0,4,0.2,41869.7,0.0,GAME_STRATEGY,1317062,146795.0,69614,36254,157515,False,987454,478808,694981,533730
Clash of Lords 2: Guild Castle,16,1709263.0,10000000.0,4,0.0,0.0,0.0,GAME_STRATEGY,1217904,157175.0,101282,35373,197526,False,994846,27547,67226,622154
Rise of Kingdoms: Lost Crusade,17,1651636.0,10000000.0,4,1.5,3.3,0.0,GAME_STRATEGY,1165118,185134.0,73380,37330,190672,False,5977,278187,269443,965937
Last Shelter: Survival,18,1526081.0,10000000.0,4,691.5,0.8,0.0,GAME_STRATEGY,985247,263163.0,104963,40419,132287,False,504843,913103,151183,710376
Game of War - Fire Age,19,1492534.0,50000000.0,3,0.0,0.0,0.0,GAME_STRATEGY,787791,132570.0,128828,58422,384920,False,305654,446845,910185,5560
Megapolis: city building simulator. Urban strategy,20,1451408.0,50000000.0,4,0.2,0.3,0.0,GAME_STRATEGY,1018102,214995.0,74627,35751,107932,False,591073,308770,427310,912487
Empire: Four Kingdoms | Medieval Strategy MMO,21,1319150.0,50000000.0,4,0.1,0.1,0.0,GAME_STRATEGY,814958,193275.0,100281,44780,165854,False,703865,700195,184540,883062
Castle Crush: Epic Battle - Free Strategy Games,22,1311005.0,50000000.0,4,0.9,2.3,0.0,GAME_STRATEGY,963379,139126.0,67624,29664,111211,False,993906,30430,588276,201292
League of Legends: Wild Rift,23,1296343.0,10000000.0,4,8.4,24.2,0.0,GAME_STRATEGY,897519,136143.0,68889,36300,157490,False,125092,752444,712534,470370
King of Thieves,24,1272102.0,10000000.0,4,0.2,0.3,0.0,GAME_STRATEGY,912259,165799.0,66623,29432,97986,False,269295,837422,968572,531949
Throne Rush,25,1225321.0,10000000.0,4,0.0,0.1,0.0,GAME_STRATEGY,914224,141171.0,64228,22751,82945,False,543726,468301,603539,366859
Bid Wars 2: Pawn Shop - Storage Auction Simulator,26,1006180.0,10000000.0,4,2.1,4.7,0.0,GAME_STRATEGY,598228,221366.0,107170,25486,53928,False,825888,843556,688065,287867
Rise of Empires: Ice and Fire,27,993926.0,10000000.0,4,5.3,15.4,0.0,GAME_STRATEGY,832782,86268.0,34499,9882,30492,False,862281,267537,185492,803114
